id,name,price,value,type,color,brand
7675,newbalance_tshirt_7675,59,101,tshirt,black,newbalance
7676,reebok_hoodie_7676,278,420,hoodie,blue,reebok
7677,nike_jacket_7677,153,208,jacket,blue,nike
7678,hm_pants_7678,317,447,pants,black,hm
7679,hm_shorts_7679,235,414,shorts,black,hm
7680,reebok_hoodie_7680,306,432,hoodie,blue,reebok
7681,newbalance_jacket_7681,593,647,jacket,yellow,newbalance
7682,nike_tshirt_7682,267,322,tshirt,blue,nike
7683,puma_jacket_7683,322,378,jacket,gray,puma
7684,zara_shorts_7684,183,210,shorts,white,zara
7685,nike_tshirt_7685,236,363,tshirt,blue,nike
7686,adidas_jacket_7686,479,642,jacket,white,adidas
7687,zara_tshirt_7687,237,339,tshirt,white,zara
7688,zara_jacket_7688,371,525,jacket,blue,zara
7689,nike_shorts_7689,395,418,shorts,blue,nike
7690,zara_jacket_7690,135,209,jacket,yellow,zara
7691,reebok_tshirt_7691,314,457,tshirt,blue,reebok
7692,zara_pants_7692,152,247,pants,gray,zara
7693,newbalance_shorts_7693,405,597,shorts,red,newbalance
7694,adidas_tshirt_7694,349,446,tshirt,green,adidas
7695,hm_jacket_7695,358,400,jacket,black,hm
7696,zara_shoes_7696,214,325,shoes,black,zara
7697,newbalance_shoes_7697,127,163,shoes,green,newbalance
7698,adidas_hoodie_7698,116,315,hoodie,green,adidas
7699,zara_shoes_7699,525,720,shoes,green,zara
7700,tommy_shorts_7700,99,173,shorts,red,tommy
7701,tommy_shoes_7701,584,651,shoes,green,tommy
7702,reebok_shoes_7702,370,557,shoes,black,reebok
7703,puma_shorts_7703,591,651,shorts,white,puma
7704,nike_hoodie_7704,320,407,hoodie,red,nike
7705,hm_shoes_7705,365,565,shoes,white,hm
7706,newbalance_shoes_7706,500,593,shoes,blue,newbalance
7707,zara_pants_7707,153,315,pants,black,zara
7708,nike_shoes_7708,589,736,shoes,blue,nike
7709,hm_tshirt_7709,450,588,tshirt,red,hm
7710,hm_pants_7710,246,341,pants,yellow,hm
7711,newbalance_hoodie_7711,484,663,hoodie,white,newbalance
7712,zara_pants_7712,118,227,pants,black,zara
7713,newbalance_tshirt_7713,325,392,tshirt,red,newbalance
7714,reebok_pants_7714,514,632,pants,gray,reebok
7715,adidas_shoes_7715,508,695,shoes,red,adidas
7716,newbalance_jacket_7716,419,439,jacket,black,newbalance
7717,puma_hoodie_7717,90,141,hoodie,blue,puma
7718,reebok_tshirt_7718,423,537,tshirt,green,reebok
7719,newbalance_jacket_7719,580,769,jacket,green,newbalance
7720,puma_jacket_7720,334,405,jacket,gray,puma
7721,newbalance_jacket_7721,523,538,jacket,blue,newbalance
7722,adidas_tshirt_7722,297,378,tshirt,white,adidas
7723,puma_tshirt_7723,119,274,tshirt,green,puma
7724,newbalance_jacket_7724,132,332,jacket,gray,newbalance
7725,nike_pants_7725,308,499,pants,black,nike
7726,hm_jacket_7726,531,714,jacket,yellow,hm
7727,hm_tshirt_7727,30,184,tshirt,gray,hm
7728,tommy_jacket_7728,255,453,jacket,blue,tommy
7729,newbalance_tshirt_7729,116,314,tshirt,blue,newbalance
7730,zara_shorts_7730,586,782,shorts,gray,zara
7731,nike_shoes_7731,328,410,shoes,red,nike
7732,zara_hoodie_7732,44,110,hoodie,red,zara
7733,reebok_tshirt_7733,116,307,tshirt,gray,reebok
7734,hm_pants_7734,159,331,pants,yellow,hm
7735,hm_hoodie_7735,354,464,hoodie,blue,hm
7736,hm_shorts_7736,549,578,shorts,green,hm
7737,adidas_shorts_7737,298,366,shorts,yellow,adidas
7738,zara_shoes_7738,529,570,shoes,red,zara
7739,hm_jacket_7739,260,396,jacket,red,hm
7740,reebok_tshirt_7740,474,654,tshirt,green,reebok
7741,hm_jacket_7741,217,237,jacket,blue,hm
7742,hm_shorts_7742,239,294,shorts,gray,hm
7743,nike_shorts_7743,370,466,shorts,yellow,nike
7744,zara_tshirt_7744,257,407,tshirt,green,zara
7745,puma_hoodie_7745,560,666,hoodie,gray,puma
7746,zara_hoodie_7746,547,591,hoodie,green,zara
7747,hm_hoodie_7747,453,551,hoodie,green,hm
7748,adidas_shoes_7748,373,399,shoes,yellow,adidas
7749,zara_jacket_7749,353,429,jacket,red,zara
7750,puma_pants_7750,30,201,pants,red,puma
7751,hm_shoes_7751,519,639,shoes,blue,hm
7752,tommy_shoes_7752,92,216,shoes,white,tommy
7753,puma_hoodie_7753,182,338,hoodie,black,puma
7754,reebok_tshirt_7754,482,515,tshirt,yellow,reebok
7755,newbalance_shoes_7755,265,300,shoes,gray,newbalance
7756,puma_shorts_7756,319,384,shorts,white,puma
7757,reebok_shorts_7757,250,353,shorts,blue,reebok
7758,hm_pants_7758,93,189,pants,green,hm
7759,tommy_jacket_7759,367,460,jacket,blue,tommy
7760,nike_tshirt_7760,434,511,tshirt,blue,nike
7761,nike_shoes_7761,241,267,shoes,blue,nike
7762,hm_tshirt_7762,50,78,tshirt,black,hm
7763,tommy_shoes_7763,329,342,shoes,red,tommy
7764,hm_pants_7764,424,491,pants,white,hm
7765,adidas_hoodie_7765,553,722,hoodie,green,adidas
7766,hm_pants_7766,389,435,pants,red,hm
7767,adidas_shorts_7767,487,583,shorts,black,adidas
7768,newbalance_tshirt_7768,103,114,tshirt,red,newbalance
7769,tommy_shorts_7769,138,189,shorts,green,tommy
7770,nike_tshirt_7770,354,428,tshirt,blue,nike
7771,zara_hoodie_7771,181,307,hoodie,white,zara
7772,reebok_shorts_7772,489,574,shorts,black,reebok
7773,hm_shorts_7773,48,229,shorts,green,hm
7774,newbalance_jacket_7774,363,512,jacket,yellow,newbalance
7775,newbalance_jacket_7775,520,539,jacket,red,newbalance
7776,nike_pants_7776,443,554,pants,red,nike
7777,newbalance_shorts_7777,347,430,shorts,gray,newbalance
7778,zara_hoodie_7778,207,307,hoodie,blue,zara
7779,adidas_hoodie_7779,292,485,hoodie,red,adidas
7780,zara_jacket_7780,460,659,jacket,yellow,zara
7781,adidas_shoes_7781,431,537,shoes,black,adidas
7782,hm_jacket_7782,97,295,jacket,black,hm
7783,tommy_shoes_7783,62,161,shoes,yellow,tommy
7784,tommy_pants_7784,511,544,pants,yellow,tommy
7785,newbalance_pants_7785,521,572,pants,blue,newbalance
7786,hm_shorts_7786,295,388,shorts,white,hm
7787,hm_jacket_7787,579,618,jacket,green,hm
7788,reebok_hoodie_7788,113,308,hoodie,green,reebok
7789,tommy_shorts_7789,519,656,shorts,white,tommy
7790,hm_shorts_7790,202,284,shorts,red,hm
7791,newbalance_shoes_7791,149,266,shoes,yellow,newbalance
7792,puma_hoodie_7792,555,701,hoodie,blue,puma
7793,reebok_shorts_7793,359,474,shorts,gray,reebok
7794,adidas_pants_7794,214,301,pants,yellow,adidas
7795,newbalance_shoes_7795,334,445,shoes,white,newbalance
7796,hm_tshirt_7796,418,435,tshirt,gray,hm
7797,hm_tshirt_7797,518,683,tshirt,yellow,hm
7798,zara_tshirt_7798,286,413,tshirt,green,zara
7799,puma_hoodie_7799,283,369,hoodie,gray,puma
7800,adidas_jacket_7800,588,768,jacket,black,adidas
7801,zara_shoes_7801,418,598,shoes,black,zara
7802,newbalance_tshirt_7802,102,189,tshirt,green,newbalance
7803,hm_tshirt_7803,552,680,tshirt,black,hm
7804,reebok_shoes_7804,561,666,shoes,yellow,reebok
7805,zara_tshirt_7805,309,390,tshirt,gray,zara
7806,puma_tshirt_7806,490,522,tshirt,white,puma
7807,nike_jacket_7807,345,412,jacket,yellow,nike
7808,adidas_jacket_7808,528,618,jacket,blue,adidas
7809,tommy_tshirt_7809,555,611,tshirt,gray,tommy
7810,adidas_tshirt_7810,449,491,tshirt,blue,adidas
7811,adidas_pants_7811,110,225,pants,gray,adidas
7812,nike_hoodie_7812,367,444,hoodie,red,nike
7813,nike_shorts_7813,170,292,shorts,red,nike
7814,puma_jacket_7814,286,448,jacket,white,puma
7815,reebok_tshirt_7815,107,188,tshirt,green,reebok
7816,nike_shoes_7816,511,636,shoes,white,nike
7817,reebok_jacket_7817,50,249,jacket,gray,reebok
7818,puma_pants_7818,328,355,pants,yellow,puma
7819,nike_hoodie_7819,173,227,hoodie,blue,nike
7820,zara_jacket_7820,240,322,jacket,black,zara
7821,tommy_hoodie_7821,394,532,hoodie,blue,tommy
7822,puma_jacket_7822,252,446,jacket,yellow,puma
7823,puma_jacket_7823,583,659,jacket,yellow,puma
7824,adidas_shorts_7824,290,470,shorts,red,adidas
7825,adidas_shorts_7825,387,521,shorts,blue,adidas
7826,nike_jacket_7826,274,449,jacket,blue,nike
7827,nike_pants_7827,437,551,pants,green,nike
7828,tommy_tshirt_7828,555,743,tshirt,green,tommy
7829,hm_jacket_7829,81,279,jacket,white,hm
7830,zara_hoodie_7830,273,461,hoodie,blue,zara
7831,nike_tshirt_7831,129,158,tshirt,black,nike
7832,adidas_shorts_7832,373,545,shorts,yellow,adidas
7833,zara_shorts_7833,221,278,shorts,red,zara
7834,nike_shoes_7834,150,306,shoes,white,nike
7835,tommy_pants_7835,76,249,pants,blue,tommy
7836,puma_pants_7836,211,355,pants,white,puma
7837,adidas_shorts_7837,179,279,shorts,black,adidas
7838,puma_tshirt_7838,462,499,tshirt,white,puma
7839,adidas_shorts_7839,417,455,shorts,green,adidas
7840,adidas_pants_7840,517,614,pants,green,adidas
7841,puma_shoes_7841,437,487,shoes,yellow,puma
7842,adidas_pants_7842,91,249,pants,blue,adidas
7843,adidas_jacket_7843,421,612,jacket,gray,adidas
7844,hm_shoes_7844,521,564,shoes,gray,hm
7845,nike_hoodie_7845,478,630,hoodie,gray,nike
7846,reebok_pants_7846,315,419,pants,red,reebok
7847,zara_shorts_7847,242,422,shorts,red,zara
7848,newbalance_pants_7848,192,282,pants,yellow,newbalance
7849,tommy_shoes_7849,560,584,shoes,green,tommy
7850,adidas_hoodie_7850,176,336,hoodie,black,adidas
7851,newbalance_jacket_7851,39,55,jacket,white,newbalance
7852,tommy_tshirt_7852,147,281,tshirt,green,tommy
7853,tommy_hoodie_7853,540,715,hoodie,blue,tommy
7854,tommy_hoodie_7854,443,552,hoodie,black,tommy
7855,adidas_tshirt_7855,322,417,tshirt,yellow,adidas
7856,reebok_shoes_7856,180,242,shoes,white,reebok
7857,tommy_jacket_7857,537,579,jacket,red,tommy
7858,puma_shorts_7858,126,270,shorts,yellow,puma
7859,newbalance_jacket_7859,587,708,jacket,blue,newbalance
7860,newbalance_jacket_7860,559,609,jacket,yellow,newbalance
7861,zara_shoes_7861,402,569,shoes,red,zara
7862,nike_tshirt_7862,59,233,tshirt,gray,nike
7863,reebok_shorts_7863,588,671,shorts,red,reebok
7864,tommy_hoodie_7864,108,157,hoodie,black,tommy
7865,nike_hoodie_7865,387,579,hoodie,green,nike
7866,reebok_hoodie_7866,232,259,hoodie,white,reebok
7867,nike_jacket_7867,278,475,jacket,green,nike
7868,hm_tshirt_7868,465,498,tshirt,blue,hm
7869,reebok_jacket_7869,509,583,jacket,black,reebok
7870,nike_hoodie_7870,217,299,hoodie,green,nike
7871,newbalance_hoodie_7871,592,646,hoodie,gray,newbalance
7872,reebok_jacket_7872,307,411,jacket,yellow,reebok
7873,reebok_pants_7873,261,439,pants,green,reebok
7874,nike_tshirt_7874,128,258,tshirt,green,nike
7875,newbalance_tshirt_7875,414,602,tshirt,yellow,newbalance
7876,hm_tshirt_7876,168,347,tshirt,red,hm
7877,nike_jacket_7877,348,463,jacket,red,nike
7878,hm_shorts_7878,398,416,shorts,white,hm
7879,newbalance_pants_7879,44,87,pants,yellow,newbalance
7880,nike_jacket_7880,571,713,jacket,black,nike
7881,hm_tshirt_7881,268,310,tshirt,white,hm
7882,zara_tshirt_7882,75,173,tshirt,yellow,zara
7883,reebok_pants_7883,588,689,pants,blue,reebok
7884,newbalance_shoes_7884,43,185,shoes,green,newbalance
7885,nike_jacket_7885,44,109,jacket,green,nike
7886,zara_shorts_7886,53,121,shorts,blue,zara
7887,newbalance_hoodie_7887,327,490,hoodie,black,newbalance
7888,zara_jacket_7888,514,539,jacket,red,zara
7889,reebok_tshirt_7889,184,265,tshirt,gray,reebok
7890,reebok_shoes_7890,166,193,shoes,blue,reebok
7891,puma_pants_7891,236,259,pants,green,puma
7892,reebok_tshirt_7892,173,261,tshirt,gray,reebok
7893,newbalance_shorts_7893,344,436,shorts,black,newbalance
7894,zara_jacket_7894,586,716,jacket,gray,zara
7895,reebok_tshirt_7895,591,679,tshirt,green,reebok
7896,reebok_pants_7896,168,326,pants,yellow,reebok
7897,puma_tshirt_7897,51,223,tshirt,red,puma
7898,hm_jacket_7898,229,373,jacket,gray,hm
7899,tommy_hoodie_7899,160,306,hoodie,green,tommy
7900,nike_jacket_7900,64,147,jacket,gray,nike
7901,hm_shorts_7901,102,183,shorts,red,hm
7902,nike_tshirt_7902,90,264,tshirt,blue,nike
7903,zara_tshirt_7903,216,302,tshirt,white,zara
7904,reebok_tshirt_7904,331,520,tshirt,red,reebok
7905,nike_jacket_7905,302,408,jacket,yellow,nike
7906,tommy_tshirt_7906,85,264,tshirt,white,tommy
7907,nike_shorts_7907,503,678,shorts,yellow,nike
7908,nike_hoodie_7908,499,614,hoodie,black,nike
7909,reebok_shoes_7909,346,481,shoes,white,reebok
7910,newbalance_shorts_7910,460,582,shorts,blue,newbalance
7911,reebok_jacket_7911,78,244,jacket,gray,reebok
7912,puma_pants_7912,403,512,pants,black,puma
7913,tommy_shoes_7913,495,593,shoes,yellow,tommy
7914,nike_pants_7914,180,222,pants,gray,nike
7915,reebok_hoodie_7915,262,366,hoodie,red,reebok
7916,tommy_shorts_7916,143,180,shorts,blue,tommy
7917,puma_pants_7917,474,555,pants,white,puma
7918,hm_jacket_7918,142,302,jacket,black,hm
7919,hm_pants_7919,505,546,pants,yellow,hm
7920,adidas_hoodie_7920,600,639,hoodie,red,adidas
7921,newbalance_shorts_7921,404,427,shorts,green,newbalance
7922,zara_pants_7922,298,393,pants,blue,zara
7923,puma_tshirt_7923,229,290,tshirt,yellow,puma
7924,newbalance_hoodie_7924,225,294,hoodie,black,newbalance
7925,puma_shoes_7925,356,423,shoes,blue,puma
7926,tommy_shorts_7926,104,234,shorts,white,tommy
7927,nike_tshirt_7927,340,408,tshirt,gray,nike
7928,zara_shorts_7928,475,610,shorts,green,zara
7929,hm_pants_7929,564,680,pants,black,hm
7930,hm_shoes_7930,66,213,shoes,black,hm
7931,adidas_jacket_7931,30,211,jacket,white,adidas
7932,nike_hoodie_7932,292,361,hoodie,blue,nike
7933,tommy_shoes_7933,355,462,shoes,green,tommy
7934,reebok_hoodie_7934,531,661,hoodie,blue,reebok
7935,tommy_hoodie_7935,464,533,hoodie,black,tommy
7936,adidas_shoes_7936,36,96,shoes,black,adidas
7937,hm_jacket_7937,567,645,jacket,red,hm
7938,adidas_shorts_7938,506,519,shorts,red,adidas
7939,reebok_shorts_7939,145,191,shorts,green,reebok
7940,reebok_jacket_7940,209,248,jacket,white,reebok
7941,newbalance_pants_7941,392,566,pants,red,newbalance
7942,zara_shoes_7942,59,212,shoes,red,zara
7943,newbalance_hoodie_7943,444,482,hoodie,red,newbalance
7944,reebok_tshirt_7944,374,559,tshirt,black,reebok
7945,zara_tshirt_7945,280,331,tshirt,red,zara
7946,adidas_jacket_7946,403,539,jacket,black,adidas
7947,newbalance_jacket_7947,83,215,jacket,black,newbalance
7948,zara_tshirt_7948,518,650,tshirt,red,zara
7949,adidas_shorts_7949,283,348,shorts,gray,adidas
7950,newbalance_tshirt_7950,346,378,tshirt,red,newbalance
7951,puma_tshirt_7951,129,321,tshirt,gray,puma
7952,zara_jacket_7952,286,404,jacket,green,zara
7953,puma_pants_7953,346,391,pants,black,puma
7954,adidas_pants_7954,169,296,pants,red,adidas
7955,nike_pants_7955,181,303,pants,yellow,nike
7956,zara_jacket_7956,116,185,jacket,black,zara
7957,hm_shoes_7957,58,87,shoes,yellow,hm
7958,newbalance_shoes_7958,231,271,shoes,yellow,newbalance
7959,adidas_jacket_7959,58,141,jacket,white,adidas
7960,newbalance_shorts_7960,325,337,shorts,red,newbalance
7961,reebok_shoes_7961,546,627,shoes,green,reebok
7962,reebok_hoodie_7962,182,313,hoodie,blue,reebok
7963,reebok_pants_7963,459,538,pants,blue,reebok
7964,nike_shorts_7964,418,449,shorts,white,nike
7965,adidas_jacket_7965,425,611,jacket,green,adidas
7966,reebok_shoes_7966,522,677,shoes,gray,reebok
7967,nike_shorts_7967,311,471,shorts,gray,nike
7968,reebok_pants_7968,579,656,pants,yellow,reebok
7969,nike_shorts_7969,347,430,shorts,yellow,nike
7970,reebok_shoes_7970,187,202,shoes,black,reebok
7971,tommy_shoes_7971,549,702,shoes,black,tommy
7972,reebok_tshirt_7972,401,448,tshirt,green,reebok
7973,zara_tshirt_7973,404,478,tshirt,green,zara
7974,puma_tshirt_7974,303,315,tshirt,blue,puma
7975,puma_jacket_7975,543,570,jacket,green,puma
7976,zara_tshirt_7976,248,426,tshirt,black,zara
7977,hm_shorts_7977,62,106,shorts,green,hm
7978,adidas_hoodie_7978,134,324,hoodie,blue,adidas
7979,nike_shoes_7979,51,101,shoes,green,nike
7980,newbalance_tshirt_7980,477,504,tshirt,black,newbalance
7981,reebok_pants_7981,286,354,pants,gray,reebok
7982,newbalance_jacket_7982,562,689,jacket,gray,newbalance
7983,tommy_jacket_7983,210,301,jacket,yellow,tommy
7984,zara_shorts_7984,547,662,shorts,gray,zara
7985,nike_pants_7985,402,602,pants,white,nike
7986,newbalance_hoodie_7986,559,591,hoodie,blue,newbalance
7987,tommy_pants_7987,91,226,pants,yellow,tommy
7988,nike_shoes_7988,34,205,shoes,green,nike
7989,zara_tshirt_7989,43,86,tshirt,white,zara
7990,hm_pants_7990,284,391,pants,white,hm
7991,puma_shorts_7991,131,251,shorts,white,puma
7992,puma_shoes_7992,501,689,shoes,blue,puma
7993,reebok_shorts_7993,372,480,shorts,green,reebok
7994,reebok_pants_7994,192,218,pants,white,reebok
7995,adidas_shorts_7995,175,266,shorts,white,adidas
7996,zara_tshirt_7996,291,458,tshirt,red,zara
7997,nike_shoes_7997,443,492,shoes,white,nike
7998,zara_hoodie_7998,458,469,hoodie,red,zara
7999,reebok_hoodie_7999,585,773,hoodie,blue,reebok
8000,adidas_jacket_8000,116,146,jacket,black,adidas
8001,newbalance_pants_8001,203,317,pants,red,newbalance
8002,adidas_hoodie_8002,393,463,hoodie,yellow,adidas
8003,zara_jacket_8003,270,382,jacket,red,zara
8004,nike_pants_8004,421,541,pants,red,nike
8005,tommy_tshirt_8005,465,603,tshirt,white,tommy
8006,puma_shoes_8006,458,585,shoes,yellow,puma
8007,puma_pants_8007,388,426,pants,yellow,puma
8008,hm_pants_8008,305,485,pants,black,hm
8009,zara_shorts_8009,562,750,shorts,gray,zara
8010,newbalance_jacket_8010,423,584,jacket,red,newbalance
8011,nike_jacket_8011,542,584,jacket,blue,nike
8012,hm_jacket_8012,118,230,jacket,gray,hm
8013,tommy_shoes_8013,269,325,shoes,white,tommy
8014,tommy_pants_8014,452,488,pants,red,tommy
8015,hm_jacket_8015,124,266,jacket,blue,hm
8016,tommy_shorts_8016,173,319,shorts,blue,tommy
8017,adidas_shoes_8017,481,497,shoes,blue,adidas
8018,hm_shoes_8018,309,412,shoes,yellow,hm
8019,adidas_shorts_8019,498,657,shorts,black,adidas
8020,puma_hoodie_8020,308,462,hoodie,red,puma
8021,puma_hoodie_8021,474,504,hoodie,black,puma
8022,adidas_shorts_8022,201,344,shorts,yellow,adidas
8023,adidas_tshirt_8023,58,174,tshirt,green,adidas
8024,adidas_tshirt_8024,331,465,tshirt,red,adidas
8025,hm_tshirt_8025,310,410,tshirt,black,hm
8026,zara_pants_8026,86,166,pants,red,zara
8027,newbalance_shoes_8027,152,217,shoes,yellow,newbalance
8028,hm_pants_8028,348,446,pants,yellow,hm
8029,newbalance_shorts_8029,58,215,shorts,black,newbalance
8030,adidas_hoodie_8030,111,181,hoodie,red,adidas
8031,nike_shorts_8031,103,243,shorts,green,nike
8032,newbalance_shoes_8032,478,610,shoes,blue,newbalance
8033,hm_hoodie_8033,134,297,hoodie,white,hm
8034,reebok_shorts_8034,269,378,shorts,gray,reebok
8035,nike_pants_8035,405,594,pants,green,nike
8036,tommy_shoes_8036,542,583,shoes,red,tommy
8037,puma_shoes_8037,108,272,shoes,white,puma
8038,reebok_jacket_8038,546,695,jacket,black,reebok
8039,reebok_tshirt_8039,284,328,tshirt,green,reebok
8040,zara_shoes_8040,559,679,shoes,blue,zara
8041,nike_pants_8041,213,404,pants,gray,nike
8042,hm_shoes_8042,258,295,shoes,blue,hm
8043,hm_tshirt_8043,541,661,tshirt,gray,hm
8044,tommy_tshirt_8044,388,559,tshirt,white,tommy
8045,reebok_tshirt_8045,556,732,tshirt,green,reebok
8046,hm_tshirt_8046,511,671,tshirt,black,hm
8047,adidas_jacket_8047,565,748,jacket,black,adidas
8048,reebok_hoodie_8048,391,565,hoodie,red,reebok
8049,hm_shoes_8049,528,580,shoes,black,hm
8050,tommy_jacket_8050,365,488,jacket,green,tommy
8051,zara_pants_8051,481,559,pants,black,zara
8052,puma_shoes_8052,463,646,shoes,black,puma
8053,reebok_tshirt_8053,71,89,tshirt,white,reebok
8054,newbalance_hoodie_8054,375,515,hoodie,blue,newbalance
8055,adidas_shoes_8055,467,610,shoes,green,adidas
8056,adidas_shorts_8056,34,72,shorts,black,adidas
8057,tommy_pants_8057,465,511,pants,white,tommy
8058,adidas_tshirt_8058,452,583,tshirt,green,adidas
8059,reebok_shoes_8059,202,213,shoes,white,reebok
8060,puma_shoes_8060,139,172,shoes,white,puma
8061,zara_shoes_8061,358,496,shoes,blue,zara
8062,hm_jacket_8062,330,387,jacket,red,hm
8063,tommy_shoes_8063,91,283,shoes,gray,tommy
8064,tommy_shoes_8064,494,576,shoes,yellow,tommy
8065,newbalance_shoes_8065,508,602,shoes,white,newbalance
8066,adidas_pants_8066,205,278,pants,red,adidas
8067,zara_jacket_8067,399,449,jacket,yellow,zara
8068,zara_pants_8068,453,497,pants,red,zara
8069,reebok_shoes_8069,281,331,shoes,red,reebok
8070,hm_jacket_8070,244,423,jacket,gray,hm
8071,tommy_shoes_8071,47,100,shoes,gray,tommy
8072,reebok_shoes_8072,221,290,shoes,gray,reebok
8073,puma_hoodie_8073,189,207,hoodie,green,puma
8074,zara_shorts_8074,558,690,shorts,white,zara
8075,reebok_shoes_8075,372,400,shoes,white,reebok
8076,hm_jacket_8076,544,738,jacket,black,hm
8077,nike_hoodie_8077,60,74,hoodie,gray,nike
8078,reebok_tshirt_8078,87,266,tshirt,blue,reebok
8079,reebok_shorts_8079,452,478,shorts,red,reebok
8080,adidas_tshirt_8080,556,691,tshirt,green,adidas
8081,zara_jacket_8081,174,317,jacket,gray,zara
8082,zara_pants_8082,30,130,pants,yellow,zara
8083,nike_shoes_8083,79,191,shoes,black,nike
8084,hm_hoodie_8084,65,223,hoodie,black,hm
8085,adidas_pants_8085,272,337,pants,green,adidas
8086,adidas_hoodie_8086,396,445,hoodie,black,adidas
8087,puma_jacket_8087,72,133,jacket,white,puma
8088,nike_jacket_8088,430,521,jacket,black,nike
8089,nike_shoes_8089,535,594,shoes,white,nike
8090,puma_shorts_8090,492,605,shorts,blue,puma
8091,tommy_jacket_8091,255,301,jacket,green,tommy
8092,puma_hoodie_8092,488,579,hoodie,blue,puma
8093,puma_jacket_8093,148,163,jacket,green,puma
8094,puma_jacket_8094,47,71,jacket,black,puma
8095,puma_jacket_8095,236,284,jacket,gray,puma
8096,newbalance_jacket_8096,528,599,jacket,yellow,newbalance
8097,puma_shorts_8097,235,319,shorts,green,puma
8098,newbalance_shoes_8098,415,576,shoes,yellow,newbalance
8099,tommy_tshirt_8099,350,470,tshirt,white,tommy
8100,tommy_hoodie_8100,372,548,hoodie,red,tommy
8101,tommy_pants_8101,388,503,pants,red,tommy
8102,puma_jacket_8102,407,517,jacket,black,puma
8103,adidas_tshirt_8103,224,340,tshirt,green,adidas
8104,nike_hoodie_8104,320,482,hoodie,black,nike
8105,nike_shoes_8105,268,300,shoes,gray,nike
8106,nike_hoodie_8106,461,647,hoodie,black,nike
8107,puma_pants_8107,273,302,pants,gray,puma
8108,puma_pants_8108,250,268,pants,white,puma
8109,adidas_jacket_8109,157,235,jacket,black,adidas
8110,puma_tshirt_8110,600,674,tshirt,black,puma
8111,zara_tshirt_8111,302,345,tshirt,white,zara
8112,newbalance_tshirt_8112,42,156,tshirt,black,newbalance
8113,adidas_shoes_8113,448,540,shoes,gray,adidas
8114,puma_tshirt_8114,74,110,tshirt,green,puma
8115,adidas_jacket_8115,433,625,jacket,gray,adidas
8116,puma_shorts_8116,41,160,shorts,yellow,puma
8117,puma_hoodie_8117,73,186,hoodie,red,puma
8118,zara_jacket_8118,189,243,jacket,blue,zara
8119,nike_shorts_8119,514,689,shorts,green,nike
8120,newbalance_tshirt_8120,177,217,tshirt,blue,newbalance
8121,puma_jacket_8121,581,775,jacket,gray,puma
8122,reebok_hoodie_8122,88,217,hoodie,black,reebok
8123,newbalance_pants_8123,469,528,pants,white,newbalance
8124,reebok_pants_8124,492,578,pants,gray,reebok
8125,adidas_jacket_8125,484,601,jacket,white,adidas
8126,reebok_pants_8126,160,290,pants,white,reebok
8127,reebok_jacket_8127,505,544,jacket,red,reebok
8128,newbalance_tshirt_8128,439,594,tshirt,green,newbalance
8129,zara_jacket_8129,154,238,jacket,black,zara
8130,nike_pants_8130,578,655,pants,green,nike
8131,adidas_shorts_8131,191,257,shorts,gray,adidas
8132,reebok_pants_8132,437,561,pants,red,reebok
8133,reebok_tshirt_8133,514,668,tshirt,blue,reebok
8134,newbalance_shoes_8134,340,470,shoes,red,newbalance
8135,reebok_pants_8135,138,315,pants,gray,reebok
8136,zara_tshirt_8136,479,678,tshirt,blue,zara
8137,puma_shorts_8137,73,101,shorts,white,puma
8138,newbalance_tshirt_8138,471,667,tshirt,blue,newbalance
8139,nike_hoodie_8139,120,187,hoodie,blue,nike
8140,zara_shorts_8140,356,392,shorts,red,zara
8141,hm_shorts_8141,133,269,shorts,gray,hm
8142,tommy_tshirt_8142,473,613,tshirt,yellow,tommy
8143,hm_hoodie_8143,567,720,hoodie,yellow,hm
8144,adidas_shorts_8144,248,360,shorts,red,adidas
8145,zara_shorts_8145,59,84,shorts,white,zara
8146,zara_shorts_8146,599,754,shorts,green,zara
8147,nike_pants_8147,542,612,pants,blue,nike
8148,zara_tshirt_8148,577,740,tshirt,yellow,zara
8149,hm_shoes_8149,585,702,shoes,gray,hm
8150,hm_shoes_8150,296,456,shoes,yellow,hm
8151,adidas_pants_8151,392,481,pants,black,adidas
8152,puma_tshirt_8152,141,205,tshirt,green,puma
8153,hm_hoodie_8153,79,260,hoodie,yellow,hm
8154,reebok_jacket_8154,367,451,jacket,gray,reebok
8155,newbalance_pants_8155,148,183,pants,gray,newbalance
8156,hm_pants_8156,110,185,pants,yellow,hm
8157,adidas_shoes_8157,533,689,shoes,black,adidas
8158,zara_pants_8158,252,273,pants,green,zara
8159,hm_pants_8159,305,459,pants,green,hm
8160,tommy_shorts_8160,524,601,shorts,gray,tommy
8161,tommy_hoodie_8161,418,610,hoodie,blue,tommy
8162,nike_tshirt_8162,127,326,tshirt,white,nike
8163,newbalance_jacket_8163,509,590,jacket,blue,newbalance
8164,zara_tshirt_8164,378,503,tshirt,black,zara
8165,adidas_shoes_8165,516,594,shoes,white,adidas
8166,reebok_shoes_8166,365,395,shoes,white,reebok
8167,reebok_pants_8167,42,95,pants,black,reebok
8168,tommy_tshirt_8168,535,678,tshirt,green,tommy
8169,nike_hoodie_8169,496,632,hoodie,black,nike
8170,nike_shorts_8170,65,196,shorts,green,nike
8171,puma_tshirt_8171,425,483,tshirt,yellow,puma
